"충북","음성읍","2020-07-20 01:00","0.003","0.2","0.024","0.003","19.0","19.0"
"충북","소이면","2020-07-20 01:00","-1.0","0.2","0.008","0.007","24.0","12.0"
"충북","영동읍","2020-07-20 01:00","0.004","0.3","0.007","0.007","17.0","11.0"
"충북","증평읍","2020-07-20 01:00","0.002","0.2","0.012","0.005","29.0","12.0"
"충북","보은읍","2020-07-20 01:00","-1.0","0.3","0.021","0.004","18.0","8.0"
"충북","옥천읍","2020-07-20 01:00","0.003","0.4","0.008","0.012","20.0","12.0"
"세종","신흥동","2020-07-20 01:00","0.002","0.3","0.019","0.008","11.0","6.0"
"세종","아름동","2020-07-20 01:00","0.002","0.5","0.023","0.007","18.0","-1.0"
"세종","한솔동","2020-07-20 01:00","0.003","0.5","0.027","0.007","18.0","2.0"
"세종","부강면","2020-07-20 01:00","0.002","0.5","0.022","0.005","9.0","-1.0"
"부산","광복동","2020-07-20 01:00","0.003","0.3","0.013","0.008","19.0","6.0"
"부산","초량동","2020-07-20 01:00","0.003","0.2","0.012","0.008","22.0","4.0"
"부산","태종대","2020-07-20 01:00","0.003","0.2","0.013","0.006","15.0","4.0"
"부산","청학동","2020-07-20 01:00","0.003","0.2","0.016","0.006","10.0","2.0"
"부산","전포동","2020-07-20 01:00","0.003","0.2","0.011","0.008","31.0","3.0"
"부산","온천동","2020-07-20 01:00","0.003","0.2","0.012","0.008","23.0","3.0"
"부산","명장동","2020-07-20 01:00","-1.0","-1.0","0.016","0.004","23.0","7.0"
"부산","대연동","2020-07-20 01:00","0.004","0.4","0.011","0.006","23.0","7.0"
"부산","학장동","2020-07-20 01:00","0.003","0.2","0.018","0.006","18.0","11.0"
"부산","덕천동","2020-07-20 01:00","0.003","0.3","0.015","0.005","16.0","6.0"
"부산","화명동","2020-07-20 01:00","-1.0","-1.0","0.015","0.004","23.0","3.0"
"부산","청룡동","2020-07-20 01:00","-1.0","-1.0","0.014","0.004","32.0","6.0"
"부산","좌동","2020-07-20 01:00","0.003","0.2","0.015","0.008","24.0","6.0"
"부산","재송동","2020-07-20 01:00","0.003","0.2","0.045","0.005","18.0","5.0"
"부산","장림동","2020-07-20 01:00","0.002","0.2","0.016","0.006","22.0","4.0"
"부산","대저동","2020-07-20 01:00","0.002","0.2","0.014","0.007","14.0","2.0"
"부산","녹산동","2020-07-20 01:00","0.004","0.2","0.015","0.003","22.0","3.0"
"부산","연산동","2020-07-20 01:00","0.002","0.2","0.014","0.007","26.0","6.0"
"부산","기장읍","2020-07-20 01:00","0.002","0.2","0.019","0.003","33.0","3.0"
"부산","용수리","2020-07-20 01:00","0.002","0.1","0.023","0.003","14.0","3.0"
"부산","수정동","2020-07-20 01:00","0.002","0.2","0.033","0.005","28.0","2.0"
"부산","부곡동","2020-07-20 01:00","0.002","0.2","0.02","0.005","22.0","5.0"
"부산","광안동","2020-07-20 01:00","-1.0","-1.0","0.016","0.004","19.0","17.0"
"부산","대신동","2020-07-20 01:00","0.003","0.3","0.013","0.005","35.0","5.0"
"부산","덕포동","2020-07-20 01:00","0.003","0.2","0.014","0.007","18.0","3.0"
"부산","개금동","2020-07-20 01:00","0.003","0.3","0.017","0.003","12.0","2.0"
"부산","당리동","2020-07-20 01:00","0.003","0.3","0.015","0.007","20.0","4.0"
"부산","부산북항","2020-07-20 01:00","0.004","0.2","0.012","0.006","22.0","2.0"
"부산","부산신항","2020-07-20 01:00","0.003","0.2","0.023","0.004","11.0","2.0"
"울산","대송동","2020-07-20 01:00","0.002","0.2","0.017","0.005","15.0","9.0"
"울산","성남동","2020-07-20 01:00","0.002","0.3","0.012","0.007","20.0","5.0"
"울산","부곡동(울산)","2020-07-20 01:00","0.002","0.4","0.012","0.007","21.0","1.0"
"울산","여천동(울산)","2020-07-20 01:00","0.008","0.3","0.003","0.017","15.0","3.0"
"울산","야음동","2020-07-20 01:00","0.002","0.7","0.013","0.008","-1.0","7.0"
"울산","삼산동","2020-07-20 01:00","0.004","0.6","0.005","0.012","12.0","11.0"
